Item Number	Name	Summary	Inventory Enforce	Inventory Level	Inventory Minimum Level	Weight	Units	Image URL	Thumbnail URL	Variation #1	Tag	By-Line	Text	Feature #1	Feature #2	Feature #3	Feature #4	Feature #5	Feature #6	Feature #7	Feature #8	Feature #9	Feature #10	Feature #11	Feature #12	Specification #1	Specification #2	Specification #3	Specification #4	Specification #5	Specification #6	Specification #7	Specification #8	Specification #9	Specification #10	Specification #11	Specification #12	Keywords	UPC	ISBN	Related Item #1	Related Item #2	Related Item #3	Related Item #4	Related Item #5	Related Item #6	Delete	Price (Standard Pricing-USD)	Sale Price (Standard Pricing-USD)	Available (Standard Pricing-USD)	On Sale (Standard Pricing-USD)	Featured (Standard Pricing-USD)	Tax Free (Standard Pricing-USD)	Extra Shipping (Standard Pricing-USD)
CNR2001	No Rinse Shampoo Cap	Cap transfers shampoo and conditioner directly to hair and scalp.	F	0	0	0		/members/270651/uploaded/No-Rinse-Shampoo-Cap-web.jpg		N=Choose each or case;C=No Rinse Shampoo Cap[I=*];C=Case of 12 [P=55.00,I=*12]		Cap transfers shampoo and conditioner directly to hair and scalp.	One-piece cap transfers shampoo and conditioner directly to hair and scalp. Latex free and alcohol free. Eliminates odor. The <b>No Rinse Shampoo Cap</b> leaves hair fresh and clean.  Can be heated in microwave prior to use. Place on person’s head and gently massage to clean and condition hair. <br><br> Perfect for people who can not shampoo their hair in the traditional way. <br><br> Buy the case of 12 and save.	Simple to use.	Just massage, towel dry and style.	Can be heated prior to use.	Helps eliminate odor.	Can be heated prior to use.								Microwave heating times:;will vary according to wattage.	Package:;one shampoo cap per package.											no rinse shampoo cap, no-rinse shampoo cap, no-rinse, no rinse shampoo, hospital shampoo, elderly shampoo, elderly hair, disabled hair, geriatric hygiene, handicap shampoo, disabled shampoo, norinse, caregiver products, geriatric aids, elderly aids, parkinsons aids, caregiving aids, waterless			Comfort Cape Shampoo Aid;P;CSE200	No Rinse Products;L;/site/270651/page/3116920	Wedge Cup;P;CWG7314				N	4.95	0.00	T	F	F	F	0.00
CNR2101	No Rinse Hand Sanitizer - Discontinued	Antibacterial foaming formula with aloe-vera.	T	0	0	0		/members/270651/uploaded/No_Rinse_HandSanitizer.jpg				Antibacterial foaming formula with aloe-vera.	<b>No Rinse Hand Sanitizer</b> contains approximately 125 applications per bottle.  <br><br> Antibacterial foaming formula with aloe-vera. Alcohol free. Will not remove fingernail polish. Non-drying of skin.	Antibacterial foaming formula with aloe vera.												Applications per bottle:;125												no rinse hand sanitizer, hand sanitizer, foaming hand sanitizer, no-rinse, caregiver products, geriatric bathing, geriatric hygiene, elderly bathing, hospital bath, disabled bath aids, bath aid, disabled bath, handicap bath, waterless			No Rinse Body Wash;P;CNR940	Mounted Brush;P;AMCSB1001	No Rinse Products;L;/site/270651/page/3116920				N	5.95	0.00	T	F	F	F	0.00
CNR300	No Rinse Bathing Wipes	Waterless Bathing Wipes.	F	0	0	0		/members/270651/uploaded/no-rinse-wipes-web.jpg		N=Choose size;C=Single package of 8 wipes[I=*];C=Case of 24 packages[P=91.00,I=*24]		Waterless Bathing Wipes!	Each package of <b>No Rinse Bathing Wipes</b> contains eight high quality cloths - enough to cleanse the entire body. The No Rinse Bathing Wipes have aloe and lanolin enriched formula that provides waterless cleansing, moisturizing and deodorizing in one step. Warm the pack in a microwave or blanket warmer or use at room temperature. <br><br> <b>No Rinse Bathing Wipes</b> leaves skin clean, refreshed and odor-free. No Rinse Bathing Wipes measure 8 x 8 in. needle punched polypropylene/polyester/rayon blend towels in a re-sealable package. <br><br> For a Warm Soothing Bath, peel back label & place in microwave for 30-45 seconds. Check temperature prior to use. <br><br> Package of eight wipes. <br><br> Buy the case of 24 and save.	Leaves skin clean, refreshed and odor-free.	For a Warm Soothing Bath, peel back label & place in microwave for 30-45 seconds.	Aloe and lanolin enriched formula that provides waterless cleansing, moisturizing and deodorizing in one step.	Resealable.									Quantity:;8 high quality cloths.	Size:;8 x 8 inches.	Microwave heating times:;will vary according to wattage.										No Rinse Bathing Wipes, No-Rinse Bathing Wipes, bathing wipes, comfort bath, bath wipes, no rinse body bath, no-rinse, body bath, geriatric bathing, geriatric hygiene, elderly bathing, personal hygiene products, hospital bath, hospital wash, caregiver products, geriatric aids, elderly aids, parkinsons aids, caregiving aids, disabled bath aids, bedridden bath aids, disabled bath, handicap bath			No Rinse Products;L;/site/270651/page/3116920	Long Handle Brush and Comb;P;NC2837	Weighted Button Aid;P;CKE30505				N	3.95	0.00	T	F	F	F	0.00
CNR400	No Rinse Shampoo Gallon	Ready to use shampoo - no water needed.	F	0	0	0		/members/270651/uploaded/no-rinse-shampoo-gallon-web.jpg		N=Choose quantity:;C=No Rinse Shampoo 1 Gallon[I=*];C=No Rinse Shampoo Case of 4 Gallons[P=69,I=*4]		Save 10% when you purchase a case of 4 Gallons!!!	Completely cleans hair without water - no rinsing is required. Ready to use, no water needed. Apply <b>No Rinse Shampoo</b> to hair until completely wet, then massage into hair. The rich lather causes dirt and dust particles to float to the top of the foam. Towel dry. Leaves hair silky soft. PH balanced, no alcohol, safe for adults or children. Eliminates odors. <br><br> Ships via UPS Ground delivery. <br><br> Save when you purchase a case of 4 Gallons!!	Leaves hair silky soft and manageable.	Towel dry hair, comb and style.	Does not require rinsing.	Ready to use.																					no rinse shampoo, hospital shampoo, elderly shampoo, elderly hair, disabled hair, geriatric hygiene, handicap shampoo, disabled shampoo, norinse, caregiver products, geriatric aids, elderly aids, parkinsons aids, caregiving aids, handicap bath, disabled bath, bathing aids, handicapped bath, bedridden, in home care, care giving			Self Adjusting Straw Holder;P;CHSSASH	EZ Shampoo;P;CHP209	No Rinse Products;L;/site/270651/page/3116920				N	29.95	0.00	T	F	F	F	0.00
CNR540	No Rinse Hair Conditioner	No Rinse ready to use Hair Conditioner.	F	0	0	0		/members/270651/uploaded/8-oz-No-Rinse-Hair-Cond-web.jpg		N=Choose bottle or case;C=8 oz bottle;C=Case of 12[P=39.00,I=*12]		No Rinse ready to use Hair Conditioner.	<b>No Rinse Hair Conditioner</b> is ready to use. Apply and leave in or towel dry. May be rinsed if desired. Detangles and adds extra body. Alcohol free. <br><br> CNR540 8 oz. No Rinse Hair Conditioner. Ships via Priority Mail. <br><br> CNR54012 - Case of 12 No Rinse Hair Conditioner 8 oz. bottles. Ships via UPS Ground	Detangles hair and adds extra body.	Alcohol free.	Ready to use.	No rinsing required.																					no rinse hair conditioner, no rinse, no-rinse products, waterless conditioner, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver, aids, products, supplies, bedridden			Easy Grip Adjustable Tub Grab Bar;P;CEH313	No Rinse Bathing Products;L;/site/270651/page/3116920	Rotating Round Shower Seat;P;CMI7271521000				N	4.95	0.00	T	F	F	F	0.00
CNR700	No Rinse Peri-Wash :: Perineal Cleanser soothes & protects.	Specifically formulated for incontinence and ostomy care.	F	0	0	0		/members/270651/uploaded/8-oz-No-Rinse-Peri-Wash-web.jpg				Specifically formulated for incontinence and ostomy care.	No Rinse <b>Peri Wash</b> is specifically formulated for incontinence and ostomy care. The Peri Wash Formula is pH-balanced for gentle and easy cleaning. <br><br> Ideal for camping, traveling and the elderly or infirm. Peri-Wash is a safe perineal wash for cleaning urine, emesis and fecal matter. Ready to use. Absolutely no rinsing required. leaves skin clean and refreshed and odor free. No alcohol meaning no dryness. Gentle on sensitive skin, this is a safe and effective perineal cleanser that moisturizes as it cleans. <b>Completely clean the body without water or rinsing!</b> <br><br> Available in an 8oz. spray bottle.  Gallon size is also available by request.	Cleans, moisturizes and controls odors in one step.	Contains aloe and vitamin E.	Non irritating.	Eliminates odors.									Size:;8 ounces.	Contains:;no dyes or perfumes.											no rinse peri wash, perineal cleanser, peri wash, incontinence spray, ostomy, odor, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, bedridden, care giving			Chair Aerobics;P;AEG0434	Tray & Standing Aid;P;AST2050	No Rinse Products;L;/site/270651/page/3116920				N	3.95	0.00	T	F	F	F	0.00
CNR710	No Rinse Peri Wash Gallon	Helps cleanse hygienic areas, leaving them fresh and clean.	F	0	0	0		/members/270651/uploaded/norinse-peri-wash-gal.jpg				Helps cleanse hygienic areas, leaving them fresh and clean.	The <b>NoRinse Peri-Wash</b> contains skin softeners and cleansers for a healthy clean. It has light, powdery fragrance to help you feel fresh. Peri-Wash is a gentle hygienic cleanser that you spray onto soiled areas or directly onto toilet paper before you wipe. Toilet tissue alone may not leave you feeling fresh and moist wipes are expensive!  <br><br>  The <b>NoRinse Peri-Wash</b> soothes private parts and leaves them clean and odor-free. Plus, it's much more economical than disposable wipes! Use the NoRinse Peri-Wash gallon size to refill your 8 oz plastic pump bottle. All you need is a couple of pumps to dampen the tissue each time you wipe, so each bottle lasts a long time. For an even greener solution, spray this perineal cleanser directly onto soiled areas and clean them with a warm damp cloth. The NoRinse Peri-Wash is better than dry toilet paper alone. It freshens and leaves you clean and odor free! <br><br> <b>Ingredients:</b> Deionized water, triethanolamine lauryl sulphate, cocamidopropyl betaine, propylene glycol, aloe vera, vitamin E, fragrance, diazolidinyl urea, methylparaben, propyleparaben, citric acid.	Gallon size refill for 8 ounce bottles.	Alcohol free and pH balanced.	Leaves skin clean, refreshed and odor free.	Formulated with aloe vera, vitamin E and moisturizers.	Gentle on sensitive skin.								Size:;1 gallon.	Made of:;natural ingredients.	Non-returnable:;if package is opened.										no rinse peri wash, no-rinse peri wash, peri wash, perineal wash, incontinence, ostomy care, ostomy cleaner, body cleanser, body deodorizer, skin care, incontinence skin cleaner, incontinence care, fecal cleanser, fecal cleaner, urine cleaner, peri-wash cleanser 1 gallon, odor eliminator, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, caregiving, bedridden			SafetySure Mary's Aide Transfer Sling;P;CMT6045	Toileting Aids;L;/site/270651/page/911758	TelAgenda Calender and Photo Display Frame;P;TEL001				N	19.95	0.00	T	F	F	F	0.00
CNR9	No Rinse Body Bath	A gentle bathing solution that does not require rinsing.	F	0	0	0		/members/270651/uploaded/8-oz-No-Rinse-Body-Bath-web.jpg		N=Choose size bottle or case:;C=8oz. Body Bath[I=*00 ];C=16oz. Body Bath[P=2.00,I=*10];C=Case of 24 of 8 oz.[P=85.00,I=*0024];C=Case of 12 of 16 oz.[P=75.00,I=*1012]		A gentle bathing solution that does not require rinsing.	The <b>No Rinse Body Bath</b> concentrated formula produces a gentle bathing solution that does not require rinsing. Just 1 oz. of Body Bath yields 32 oz. of solution. The mild, pH balanced bathing soap formula eliminates odors and is gentle enough for perineal cleansing. <br><br> To use, mix one capful of the No Rinse Body Bath with one quart of warm water; apply to body and gently massage into lather. The foam removes dirt and oil, then towel dry. Skin is soft, clean, and refreshed - never sticky. <br><br> Choose from 8 oz or 16 oz bottle. <br> Buy the case of No Rinse Body Bath and save. Case of 24 of 8 oz bottles or Case of 12 of 16 oz. bottles. <br><br> Please note this is an overweight item,additional shipping applies.  Individual bottles ship via Priority Mail, cases via UPS. <br><br> No Rinse Body Bath Gallon size also available.	A gentle bathing solution that does not require rinsing.	Eliminates odors and is gentle enough for perineal cleansing.	Leaves skin clean, refreshed and odor-free.	Gentle on sensitive skin. 									Concentrated:;1 oz. yields 32 oz. solution.												no rinse body bath, no-rinse, body bath, geriatric bathing, geriatric hygiene, elderly bathing, personal hygiene products, hospital bath, hospital wash, caregiver products, geriatric aids, elderly bath, parkinsons aids, caregiving bathing, disabled bath aids, bedridden, disabled bath, handicapped bath, rinseless bathing, concentrated bathing soap			No Rinse Products;L;/site/270651/page/3116920	Gel Walker Handle Covers;P;MSR404	No Rinse Body Bath Gallon;P;CNR950				N	4.95	0.00	T	F	F	F	0.00
CNR940	No Rinse Body Wash	Waterless Body Wash.	F	0	0	0		/members/270651/uploaded/8-oz-No-Rinse-Body-Wash-web.jpg		N=Choose bottle or case:;C=Body Wash 8 oz bottle[I=*];C=Case of 24 of 8 oz bottles[P=85.00,I=*24]		Bathe with out using water!	The <b>No Rinse Body Wash</b> leaves skin clean, refreshed and odor-free with absolutely no water necessary. <br><br> No Rinse Waterless Body Wash is ready to use. Eliminates odors. Safe perineal cleanser.  Moisturizes as it cleans.  <br><br> 8 oz. bottle. <br><br> Save money - buy the case of 24.	Fast, Easy and Convenient Alternative to Traditional Bathing.	Ready to use with absolutely no water necessary. 	Ready to use.	Helps eliminate body odors.	Contains no alcohol.	Moisturizes as it cleans.	Ideal for convalescent & hospital bathing.						Size:;8 oz.												no rinse body wash, no rinse body bath, no-rinse, body bath, geriatric bathing, geriatric hygiene, elderly bathing, personal hygiene products, hospital bath, hospital wash, caregiver products, geriatric aids, elderly aids, Parkinson’s aids, care giving aids, disabled bath aids, handicap bath aids, disabled bath, handicap bath, waterless, bedridden			EZ Shampoo;P;CHP209	Deluxe Sock Aid;P;ASN215	No Rinse Products;L;/site/270651/page/3116920				N	4.95	0.00	T	F	F	F	0.00
CNR950	No Rinse Body Bath Gallon	Produces a gentle bathing solution that does not require rinsing.	F	0	0	0		/members/270651/uploaded/no-rinse-body-bath-gallon-web.jpg		N=Choose single or case of 4;C=No Rinse Body Bath 1 Gallon;C=No Rinse Body Bath 4 Gallon Case[P=91,I=*4]		Order a  case of 4 Gallons and save 33%!!	<b>NO RINSE BODY BATH</b> concentrated formula produces a gentle bathing solution that does not require rinsing. Just 1 oz. of the Body Bath yields 32 oz. of solution. The mild, pH balanced formula eliminates odors and is gentle enough for perineal cleansing. <br><br> To use, mix one capful of the Body Bath with one quart of warm water; apply to body and gently massage into lather. The foam removes dirt and oil, then towel dry. Skin is soft, clean, and refreshed - never sticky. <br><br> Shipping via UPS Ground delivery. <br><br> Order a case of 4 gallons and save!!	Leaves skin clean, refreshed and odor-free. 	Gentle on sensitive skin. 	Absolutely no rinsing necessary.	Concentrated.																					no rinse body bath, no-rinse, body bath, geriatric bathing, geriatric hygiene, elderly bathing, personal hygiene products, hospital bath, hospital wash, caregiver products, geriatric aids, elderly aids, parkinsons aids, caregiving aids, disabled bath aids, handicap bath aids, disabled bath, handicap bath, in home care, geriatric, stroke, Parkinson's, bedridden			EZ Bathe Inflatable Bathtub with Accessories;P;CHP208	Dress EZ Dressing Aid;P;AEZ200	No Rinse Products;L;/site/270651/page/3116920				N	38.95	0.00	T	F	F	F	0.00
COF100	Oralflo Pill Swallowing Cup - Discontinued	Designed to help people with swallowing difficulties swallow pills and medication.	T	0	0	0		/members/270651/uploaded/oralflo.jpg				Designed to help people with swallowing difficulties swallow pills and medication.	The <b>Oralflo Pill Swallowing Cup</b> is a professional healthcare product that was designed to help people with swallowing difficulties swallow pills and medication easily, without stress or discomfort. The revolutionary design assists the natural swallowing reflex and prevents pills from sticking in your throat or to the cup. <br><br> Designed for children ages 4 and up, adults and seniors, the Oralflo Pill Swallowing Cup can help anyone who has trouble swallowing pills or medications. <br><br> <object width="464" height="288"><param name="movie" value="http://www.youtube.com/v/UwRUXB33BaI&hl=en&fs=1&color1=0x006699&color2=0x54abd6&border=1"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/UwRUXB33BaI&hl=en&fs=1&color1=0x006699&color2=0x54abd6&border=1" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="464" height="288"></embed></object> <br><br> Simply fill the cup half way with your liquid of choice, place the lid securely on the cup, drop the pill into the spout where it is held, then drink naturally from the cup. The angled mouthpiece extension allows you to swallow the pill and fluid together without tilting your head backwards. This is especially helpful if you suffer from neck pain or have limited mobility caused by stroke or injury.	A Pill Cup designed to help you swallow pills & medications.	Designed for all ages - children, adults and seniors.	Pills go down smoothly.	Eliminate crushing & splitting pills.	Used by doctors & hospitals worldwide.								Cleaning:;Dishwasher safe.												oralflo, oralflo pill cup, oralflo pill swallowing cup, help swallow pills, difficulty, trouble swallowing pills, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, care giving, bedridden			Adapted Cups, Mugs and Straws;L;/site/270651/page/911658	Non Skid Suction Pad Cupholders;P;CFP131	Assist-A-Tray;P;AST2050				N	14.95	0.00	T	F	F	F	0.00
COM1	Akton Polymer Commode Pad	AKTON polymer toilet seat cushion won't leak, flow, or bottom out.	F	0	0	0		/members/270651/uploaded/Commode_Cushion_16_x_16.jpg		N=Choose size;C=16x16x5/8 inch Oval Opening[I=*616];C=18x18x1 inch Split Opening[P=50.00,I=*818]		AKTON polymer toilet seat cushion won't leak, flow, or bottom out.	Action's <b>Akton Polymer Commode Seat Pads</b> provide comfort and relief from pressure and shear. Velcro strips make toilet pad easy to attach, use and maintain.  <br><br>AKTON polymer toilet seat cushion won't leak, flow, or bottom out, and it is tissue equivalent. It moves with patients, not against them, to reduce pressure and shear, the two leading causes of pressure sores. <br><br> AKTON polymer is also X-ray translucent and easy to clean with standard disinfectant. The commode seat cushion will not support microbiological growth, and it won't absorb body fluids or odors. <br><br> COM1616 Measures 16 x 16 x 5/8 inch with 8 x 12 inch oval opening. COM1818 Measures 18 x 18 x 1 inch with 8 x 10 inch split opening. <br><br> This is a non-returnable hygiene item. Ships via UPS Ground.	Won't absorb body fluids or odors!	Won't leak, flow, or bottom out.											COM1616 Measures:;16 x 16 x 5/8 in.	COM1818 Measures:;18 x 18 x 1 in. (with opening).											commode pad, gel pad, gel padding, padded seat for commodes, commode with padded seat, padded toilet seat, toilet seat padding, toilet seat, commode seat, padded seat for toilets, adapted bathing equipment, toileting, handicap toilet seat, disabled toilet seat			Toileting Aids;L;/site/270651/page/911758	Gel Seat Cushions and Mattress Overlays;L;/site/270651/page/911791	Click here to read more about Akton Polymer;L;/site/270651/page/4487676				N	95.95	0.00	T	F	F	F	0.00
COV531	Action Akton Polmer Adaptive Flat Pad Cover	Cushion cover for the Action Akton Polmer Adaptive Flat Pad.	F	0	0	0		/members/270651/uploaded/pad-cover.jpg		N=Chose Size;C=Basic Cover 16 X 16[I=*616];C=Basic Cover 18 X 16[I=*816];C=Basic Cover 18 X 18[I=*818]		Cushion cover for the Action Akton Polmer Adaptive Flat Pad.	The Basic Cover is made of a durable stretch knit material which is essential to utilize the protective cushion properties. Soft black pontae fabric, non skid bottom, zippered on 3 sides, removable and washable. <br><br> *Cover Only - Pad is not included.	Made of a durable stretch knit material which is essential to utilize the protective cushion properties.												Fits:;1/2 and 5/8 inch flat pads.												action cushion cover, action seat cover, action flat pad cover, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products			Akton Polymer Adaptive Flat Pad 5/8 inch;P;CAC53	Akton Polmer Adaptive Flat Pad 1/2 inch;P;CAC					N	29.95	0.00	T	F	F	F	0
CPH401	Disabled Parking Placard Hanger	Fastens safely and securely to the neck of your rear-view mirror.	F	0	0	0		/members/270651/uploaded/placard-hanger.jpg				Fastens safely and securely to the neck of your rear-view mirror.	The <b>Disabled Parking Placard Hanger's</b> J-hook design fastens safely and securely to the neck of your rear-view mirror. That area is not even visible from the driver’s seat, and it is the main reason why parking tags often tear during the process. Simply hang your placard on the J-hook and GO, it’s that easy! Fits ANY vehicle!  <br><br> Don’t you wish that parking tag of yours would just slip on and off your mirror as easy as a warm knife cuts butter? Well now, for less than the price of a coffee and donut, it can.  <br><br> Invented by a handicapped placard owner who became very frustrated every time he tried to hang his parking tag from the mirror, this ingenious product has made life a lot easier for many people.  <br><br> As you know, the mirror arm that these parking tags hang from cannot be seen from the driver’s seat. That means you have to lean forward, crank your head and neck and basically twist your body into positions it was never designed to be in just so you can see where to hang your tag.  <br><br> You know what I’m talking about. It’s a real pain in the ‘you know what’.  <br><br> Some folks are so bothered by the pain and struggle of hanging their placards, they just leave them up all the time. Maybe you know someone who drives around with their handicapped placard hanging off the mirror. Maybe you’ve even done it yourself.	Makes it easy to display and remove your placard.	No Need to Stretch, Twist or Struggle. Easy, simple, painless.	Designed to stay cool even in scorching hot interiors in the middle of the summer.										Installs:;on ANY vehicle.												disabled parking placard hanger, disabled parking, placard hanger, disabled placard hanger for automobiles, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, caregiving, bedridden			Posey Deluxe Transfer and Walking Belts;P;CPO6537	Wheelchair and Scooter Accessories;L;/site/270651/page/913262	Accu-Grips Wheelchair Grips;P;APT400				N	5.95	0.00	T	F	F	F	0.00
CPO455	Burn Resistant Apron for Smoker's	Provides a protective cover to shield against hot ashes and dropped cigarettes.	F	0	0	0		/members/270651/uploaded/smokers-bib-blue.jpg		N=Choose Fabric:;C=Grey[I=*1E];C=Blue[P=30.00,I=*1]		Provides a protective cover to shield against hot ashes and dropped cigarettes.	The <b>Burn Resistant Smoker's Apron</b> is intended for individuals who smoke and require a protective cover to shield against hot ashes and dropped cigarettes. The adjustable neck strap is secured with a quick-release buckle and two sets of tie straps to secure the apron to the waist and thighs. <br><br> <b>Economy-light gray Smoker's Apron</b> - CPO4551E The Posey Economy Smoker’s Apron is price competitive and made from a wipe clean, silicone coated fiberglass fabric. <br><br> <b>Premium-navy blue Smoker's Apron</b> - CPO4551 The Posey Premium Smoker’s Apron is lighter in weight and made from a machine washable fire resistant Nomex® and Kevlar® fabric that is used in the outer shells of many firefighter suits. <br><br> <a href="/members/270651/uploaded/smokers-apron.pdf" target="_blank">Burn Resistant Apron for Smoker's Instructions</a> 	Secured with a quick-release buckle.	Adds a layer of insulation against burns and damage to clothing from cigarettes or falling ashes.	Intended for people who may not move quickly enough to prevent hot ashes from falling in their lap.										Dimensions:;30"W x 36"H												Burn Resistant Apron for Smoker's, protect clothes from cigarette burns, smokers apron, in home care stroke, elderly, Parkinson's, disabled, handicapped, bedridden, geriatric caregiver, aids, products, supplies			Adult Bibs;P;CIB	Printed Clothing Protector;P;CDM6029	Wheelchair and Scooter Accessories;L;/site/270651/page/913262				N	38.95	0.00	T	F	F	F	0
CPO4552	Posey Adult Feeding Bib	Feeding Apron that is strong, durable and highly absorbent.	F	0	0	0		/members/270651/uploaded/bib-white.jpg				Feeding Apron that is strong, durable and highly absorbent.	The <b>Posey Adult Feeding Bib</b> provides an absorbent, yet waterproof shield against spilled foods and beverages. This adult bib features a built-in “catch” pocket that helps to prevent food items from scattering over the chair or floor. Strong, durable and highly absorbent adult feeding apron constructed of a quilted polyester laminate, with a waterproof inner liner that shields against spilled food and beverages.  <br><br> The Posey Adult Feeding Apron should be positioned on the individual and secured around the neck using the hook and loop fastener. The apron is reversible for extended life. Both sides are absorbent, with the white side offering greater absorbency. <br><br> <a href="/members/270651/uploaded/feeding-bib.pdf" target="_blank">Posey Adult Feeding Bib</a>	Reversible white/blue.	Machine washable.	Built-in “catch” pocket collects food items.	Provides and absorbent and waterproof shield.	Protects clothing from food and drink spills.								Dimensions:;18 inches W x 30 inchesL.	Size:;One size fits most.  	Closure:;Hook and loop rear fastener.	Material:;Quilted polyester laminated with waterproof inner liner.	Color:;White and blue.								posey adult feeding bib, posey adult feeding apron, adult bib, adult feeding apron, posey adult feeding bib, apron, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, bedridden, caregiver aids, products, supplies			Adult Bibs and Clothing Protectors;L;/site/270651/page/911641	Deluxe,Tilt Top OverBed Table;P;CDM13008	Non Skid Divided Plate;P;CFP171				N	15.95	0.00	T	F	F	F	0
CPO56	Posey Deluxe Guard Rail Pads	Offers maximum bed rail cushioning and coverage.	F	0	0	0		/members/270651/uploaded/Posey_Guard_Rail_Pads_5605.jpg		N=Choose size:;C=43 in. long x 14 in high[I=*07];C=60 in. long x 14 in. high[P=15.00,I=*06];C=72 in. long x 14 in. high[P=42.00,I=*05];C=72 in long x 14 in high with window[P=120.00,I=*05W]		Offers maximum bed rail cushioning and coverage.	The <b>Deluxe Guard Rail Pads</b> are constructed of durable firm foam, this practical safety aid offers maximum bed rail cushioning and coverage. Quick release buckles allow fast and easy application and removal of the <b>Deluxe Guard Rail Pads</b>. <br><br> Available in three sizes to accommodate most healthcare beds. Wipes clean with liquid disinfectant. Meets CA #117 flame retardancy standard. <br><br> The 72 inch length pad is available with an optional window that runs the entire length of the bed. The window provides continuous monitoring and allows patient access to side rail mounted controls. Please specify size when ordering. One pair per package. <br><br> Posey Deluxe Guard Rail Pads 43 in. long x 15 in. high #CPO 5607<br> Posey Deluxe Guard Rail Pads 60 in. long x 15 in. high #CPO 5606<br> Posey Deluxe Guard Rail Pads 72 in. long x 15 in. high #CPO 5605<br> Posey Deluxe Guard Rail Pads 72 in. long x 15 in. high with window #CPO 5605-W <br><br> <a href="/members/270651/uploaded/guard-rail-pads.pdf" target="_blank">Posey Deluxe Guard Rail Pad Instructions</a>	Quick release buckles allow fast and easy application and removal.	Accommodate most healthcare beds.	Provides maximum rail cushioning and covering.	Easily be wiped clean with liquid disinfectant.									Package:;one pair.												posey deluxe guard rail pads, posey, guard rail pads, bed rail pads, bumper pads for electric beds, bumper pads, protective bed pads, fall prevention, caregiver products, caregiving aids, disability products, disability aids, handicap aids, handicapped equipment, caregiving help			Akton Polymer Mattress Overlays;P;CAC63	Caregiver Items Around the House;L;/site/270651/page/45018	Triderma MD® Extreme Moisturizer;P;CTD05041				N	69.95	0.00	T	F	F	F	0
CPO60	Posey Leg Skinsleeves	For fragile or sensitive skin that may bruise or tear easily.	F	0	0	0		/members/270651/uploaded/leg_sleeve.jpg		N=Choose style;C=Leg Light Tone[I=*01];C=Padded Leg Light Tone[P=9.00,I=*05];C=Leg Dark Tone[I=*04]		For fragile or sensitive skin that may bruise or tear easily.	<b>Posey Leg Skinsleeves</b> provide comfortable protection for fragile or sensitive skin that may bruise or tear easily. Leg Skin Sleeves are made of 95% soft cotton and 5% Lycra, the special stretchy fabric is soft and breathable. <br><br> Leg Sleeves are sold in pairs. One pair of Leg Skin Sleeves per package. <br><br> Light colored flesh tone or dark colored tone. <br><br> Can be repeatedly washed and dried. To launder, machine wash and dry low temperature. For best results, hang dry. <br><br>Non returnable if packaging is opened. <br><br> <a href="/members/270651/uploaded/skinsleeves.pdf" target="_blank">Posey Arm Skinsleeve Instructions</a>	Helps protect thin, fragile skin tissue.	Knitted from latex free soft cotton/nylon/spandex four-way stretch yarn.	Helps prevent patient disruption of medical treatments by camouflaging IV sites and wound sites.	Offers a protective barrier against skin tears and abrasions.									Length:;13½” (34 cm)	Fits Limb:;circumference of 11” (28 cm)											posey skinsleeves, posey, skin protectors, protective arm sleeve, protective leg sleeve, arm protector, leg protector, Posey skin sleeves, skinsleeves, positioning devices, pressure relief pads, leg sleeve, arm sleeve, leg sleeves, arm sleeves, skin tearing, skin tear, bed sores, pressures sores, care giving aids, caregiver			Arm Skin Sleeves;P;CPO600	DiabEase Skin Calming Cream;P;CMH3806	Skin Care Products;L;/site/270651/page/911819				N	17.95	0.00	T	F	F	F	0
